epoch,acc,loss,val_acc,val_loss
0,0.49968758,0.718323618794869,0.4990876,0.6933974353936467
1,0.5083783,0.6969355965838856,0.5009124,0.6931457406412946
2,0.49798352,0.6958207221438824,0.4990876,0.6935782545674456
3,0.49639308,0.6946332458913479,0.4990876,0.6931978459775883
4,0.49781314,0.6943031090526749,0.5009124,0.6931500508837456
5,0.50150526,0.6939433351561144,0.4990876,0.6931687084427716
6,0.5000284,0.6936957964941847,0.5009124,0.6931457206280562
7,0.4978699,0.6936691529301885,0.4990876,0.6934246581836339
8,0.5000852,0.6933480873767438,0.4990876,0.6931465276836479
9,0.5024709,0.6933703613227079,0.4990876,0.6931628571809644
10,0.50445896,0.6934742926197003,0.4990876,0.6935174160630163
