epoch,acc,loss,val_acc,val_loss
0,0.594831,0.6533243228210301,0.77372265,0.5172545152859096
1,0.89304173,0.29523828443699485,0.926323,0.24210526777880034
2,0.9282022,0.2204179336169554,0.9283759,0.2279726204319592
3,0.93473446,0.2010114905133196,0.94137776,0.2026398992233903
4,0.9362113,0.19318226022305676,0.9267792,0.22211099682498153
5,0.94030106,0.18588138846630267,0.93248177,0.20138024897688497
6,0.9415507,0.17928646629471495,0.9178832,0.21957969469745664
7,0.94262993,0.17717401292201504,0.93886864,0.19418327765960763
8,0.94405,0.1731588528489176,0.9375,0.19133689238207183
9,0.944902,0.16896888783153435,0.935219,0.19521310022712623
10,0.9447316,0.16554904269481444,0.9422901,0.1942666688539686
11,0.9474581,0.1613209087734905,0.9290602,0.2012043360919848
12,0.94825333,0.15882281745294385,0.942062,0.17188886321917937
13,0.9477421,0.15810336163524064,0.9393248,0.18597624309524133
14,0.94569725,0.1582373030803245,0.9375,0.18949399806939773
15,0.9474013,0.1562903453669733,0.94069344,0.17926925336466218
16,0.9479125,0.1538290058642211,0.9470803,0.16243794087293376
17,0.9476853,0.15426536618994569,0.9402372,0.17598112387052417
18,0.9501846,0.14606159974955016,0.93407845,0.18444451749542334
19,0.9507526,0.14900320477358356,0.9418339,0.17157867175601696
20,0.9495598,0.14802519711402626,0.9390967,0.18274171585149138
21,0.9491622,0.14914349473989574,0.9473084,0.17041811126753362
22,0.9522295,0.143051900753571,0.9384124,0.17928403300525497
23,0.95120704,0.1433646493914858,0.9482208,0.16259929880391072
24,0.95154786,0.14507570763400793,0.92312956,0.20394270644135717
25,0.9506958,0.1415321067513068,0.9443431,0.17180224839788283
26,0.9530815,0.1372513826771432,0.94958943,0.16590193849410453
