epoch,acc,loss,val_acc,val_loss
0,0.7417211,0.4923590987827655,0.8832117,0.485223906780899
1,0.91854584,0.24877587312055358,0.875,0.5979389073803042
2,0.9396762,0.1927700331864693,0.8953011,0.47638285146468745
3,0.94291395,0.1816143004097271,0.92221713,0.3676758482508416
4,0.9463789,0.17413263259853906,0.9060219,0.4468934652565496
5,0.9466061,0.1703731070265483,0.8953011,0.4920947439968586
6,0.94882137,0.16180100136036327,0.91149634,0.4001998585805188
7,0.950355,0.16313164586947743,0.9146898,0.39595823192520296
8,0.9504118,0.15922241485853555,0.91354924,0.39313718304717843
9,0.950071,0.15888371759974307,0.92746353,0.28840541585015445
10,0.9504118,0.15791816558224409,0.8841241,0.531331958861029
11,0.9507526,0.15506002935449978,0.91628647,0.3595694680256348
12,0.95160466,0.15462407377659343,0.89872265,0.40877677967948634
13,0.95103663,0.1513844207917398,0.8889142,0.4437563121318817
14,0.950639,0.15543539545196458,0.89872265,0.3818223948733215
15,0.9523431,0.15083742287635243,0.91400546,0.3447630475581127
16,0.9530247,0.1498590839500371,0.9089872,0.3363095544768076
17,0.95149106,0.14869744374192734,0.87887776,0.47032175582908364
18,0.9537631,0.1496550371585262,0.8959854,0.4296932783059395
19,0.9529111,0.1472800529335785,0.92267334,0.32590567700592055
