epoch,acc,loss,val_acc,val_loss
0,0.78778756,0.41549512154336204,0.917427,0.24542291973629138
1,0.9309287,0.2095900471221991,0.93385035,0.24560258364182536
2,0.9408123,0.1840093744356366,0.9192518,0.34365137980530297
3,0.9464925,0.17068037831840005,0.9242701,0.36071411144654575
4,0.9474013,0.16485138352652465,0.9089872,0.443570023592915
5,0.9498438,0.1575796058740561,0.9256387,0.3340251712148914
6,0.9523999,0.15277351337005995,0.928604,0.3635412344443918
7,0.950639,0.15509352374740434,0.9156022,0.397695232495448
8,0.9529679,0.1482786047868314,0.94114965,0.26731729989422714
9,0.9532519,0.14864687746609181,0.9347628,0.34028530249331335
10,0.9517751,0.14908212277397104,0.9279197,0.3454524647396901
