epoch,acc,loss,val_acc,val_loss
0,0.77086055,0.460641534640873,0.90305656,0.27782151489144696
1,0.91900027,0.24753799307705224,0.91218066,0.2573147574915503
2,0.9292815,0.220485940354685,0.91377735,0.2299812094573557
3,0.9350753,0.20368693714003372,0.93179744,0.21652835052813926
4,0.9387106,0.1923274978532968,0.9356752,0.19699447079949137
5,0.9390514,0.18950526143036184,0.92290145,0.20768101513385773
6,0.9418347,0.18149003710844272,0.912865,0.22684621827228227
7,0.9439364,0.17627731174168682,0.93202555,0.19371461286379474
8,0.9443908,0.17513627605245588,0.9306569,0.19113236673883277
9,0.9444476,0.16869684609599586,0.92312956,0.2623334896825526
10,0.9460949,0.1674989100931822,0.8743157,0.30476158938921283
11,0.9460949,0.1662388007864631,0.9144617,0.21306358005878698
12,0.9450156,0.1662454974647951,0.9046533,0.24461836163906286
13,0.9463789,0.1610850155040372,0.9146898,0.20377952635397006
14,0.9491622,0.15702481460068518,0.9379562,0.17455754815226923
15,0.9467765,0.1606112697997306,0.881615,0.2687822521059182
16,0.94876456,0.15800560856318946,0.9381843,0.17357488531265816
17,0.94819653,0.15510766322014855,0.9331661,0.18150386497052046
18,0.94833255,0.1547153584774036,0.928604,0.19080963877648333
19,0.9479463,0.15753118815242784,0.9402372,0.16790461299573853
20,0.9474581,0.1564342339991575,0.91833943,0.2083203842741077
21,0.9478557,0.1536788380614095,0.94320256,0.17026972175188307
22,0.9502982,0.15073758453697822,0.9105839,0.21422076151862632
23,0.9492758,0.1504911897790763,0.9176551,0.20128000704367666
24,0.9473445,0.15229263664602818,0.92997265,0.18462000344030177
25,0.95132065,0.14612568642042664,0.9438869,0.16465031501096095
26,0.9519455,0.14380169383667302,0.8955292,0.24199243131889045
27,0.950071,0.14943318144248752,0.928604,0.18928428892943547
28,0.95126384,0.1466959427615791,0.90761864,0.21903455283248077
29,0.9500142,0.15112827833285897,0.9283759,0.1855527035021869
30,0.95137745,0.1440612998446918,0.9395529,0.1695316567146865
31,0.948935,0.14672777616513855,0.95187044,0.1685977443835161
32,0.9505822,0.14607157609876467,0.94343066,0.1690306188198772
33,0.9496166,0.14686836111498164,0.93886864,0.172550980817445
34,0.9517183,0.1422891104224624,0.9242701,0.19835414182748237
35,0.9497505,0.14650551460602215,0.9256387,0.18571465304733192
