epoch,acc,loss,val_acc,val_loss
0,0.73422325,0.5013139032396665,0.81797445,0.6849635534913
1,0.92343086,0.22921666793231088,0.8734033,0.6125636947796728
2,0.9351321,0.20428085762291123,0.86062956,0.8925505684838243
3,0.9421187,0.187605597615825,0.91012776,0.5333855970334398
4,0.9423459,0.18240114076698377,0.92130476,0.4718601430773082
5,0.94291395,0.17779553513302107,0.8930201,0.5893700440978482
6,0.9436524,0.17514665672569849,0.87636864,0.7675845029417181
7,0.9475149,0.1680981363875813,0.9153741,0.4564009883379849
8,0.9472877,0.17121605867161835,0.89096713,0.5417722208139888
9,0.94870776,0.16337085473320762,0.90328467,0.5378223964876502
10,0.9475149,0.16569092093742865,0.895073,0.5963075850566808
11,0.9475149,0.16659669499020113,0.85583943,0.8280053985488676
12,0.9472309,0.16259950506195398,0.90031934,0.627721277901726
13,0.950355,0.15856744525649946,0.8665602,0.805543589004635
14,0.9491622,0.1595647838500981,0.8731752,0.8040118839347015
15,0.9502414,0.15982197876464183,0.86085767,0.7809885350348306
16,0.9504118,0.15861502583986384,0.88115877,0.6819172258196521
17,0.94876456,0.1608374657125779,0.9156022,0.49957003751021883
