epoch,acc,loss,val_acc,val_loss
0,0.6590173,0.5705317582233628,0.90488136,0.2975269867664706
1,0.909628,0.2852172668038258,0.91240877,0.27565591456028665
2,0.92354447,0.23883962394186667,0.92312956,0.21630369357927873
3,0.9391082,0.18554981787861222,0.94069344,0.18396140459625826
4,0.9452428,0.17133305988554096,0.9445712,0.17027871322947263
5,0.9450156,0.16840180479406938,0.9370438,0.18824871469044338
6,0.94598126,0.16572245146949094,0.9466241,0.1670798582643488
7,0.9505254,0.1588746812144859,0.946396,0.16223602130138962
8,0.9495598,0.15958720856991318,0.94981754,0.15704730367220013
9,0.94865096,0.15831510382123848,0.9493613,0.16915138321418832
10,0.9501846,0.1537336340853857,0.95027375,0.16411583600089932
11,0.9508094,0.15202433264660112,0.9477646,0.15304146398429888
12,0.9507526,0.15298448526801728,0.9489051,0.1568635214854331
13,0.9519455,0.1503801319484716,0.95278287,0.1488266393990956
14,0.95149106,0.14753964111416287,0.95255476,0.145508335617772
15,0.95160466,0.14924661634604688,0.9511861,0.15042281574331715
16,0.9530815,0.14453750786812458,0.955292,0.14627074391112058
17,0.9529679,0.14400826568750452,0.95437956,0.146338192800427
18,0.95433116,0.14485673146453035,0.95255476,0.1410223513868821
19,0.9520023,0.1470848117979099,0.9557482,0.14340262202015758
20,0.9530815,0.14464506544881636,0.9548358,0.14558092329691905
21,0.9531383,0.14162266223954056,0.9511861,0.14809490735540642
22,0.95444477,0.14102859706230392,0.955292,0.1451063024451154
23,0.95433116,0.1388958297959785,0.95278287,0.1486027908518258
24,0.9528698,0.14080121503558057,0.95255476,0.14333267298520264
25,0.95494366,0.13932960579915224,0.95164233,0.15196701361505438
26,0.954956,0.13761291980777265,0.953011,0.15041453023543105
27,0.95558083,0.1396023539153902,0.95415145,0.14340850820316234
28,0.9560352,0.1368100770846225,0.95597625,0.1451640205634554
