epoch,acc,loss,val_acc,val_loss
0,0.7415507,0.4822164239242855,0.91035587,0.24935799440110687
1,0.92297643,0.2206792824327929,0.9422901,0.18199052000894164
2,0.94126666,0.18302469372038338,0.94297445,0.1786968693626623
3,0.9448452,0.16828038608552176,0.94525546,0.16395193441723385
4,0.94859415,0.16358157896061948,0.9457117,0.1620486999324856
5,0.94853735,0.15917295062789116,0.94958943,0.1618964936393891
6,0.9520023,0.15363441175508485,0.950958,0.15421721460229723
7,0.94882137,0.15496551793590252,0.9466241,0.16261745958051976
8,0.9530247,0.14770385573695613,0.95278287,0.15284681490139804
9,0.9530247,0.14823582560094842,0.95209855,0.15812304055821286
10,0.95381993,0.14509710598587822,0.95278287,0.15135161106875777
11,0.95410395,0.1445432486470172,0.95392334,0.14597177336903383
12,0.956376,0.13967991726739065,0.95460767,0.1481951464470612
13,0.9550696,0.14180092677861258,0.955292,0.14736007653639047
14,0.9547856,0.1376662780718814,0.95460767,0.14535086865054211
15,0.9554104,0.13771776490313395,0.95597625,0.1450034570710285
16,0.9548992,0.13616156710591618,0.95666057,0.1454696352559611
17,0.956376,0.132056755363281,0.9548358,0.1440326596345127
18,0.9559784,0.13519546175690342,0.95620435,0.14461435952026697
19,0.9564328,0.13485767920225122,0.9580292,0.1409998215109545
20,0.9566032,0.13340366424035702,0.9571168,0.14235559360117372
21,0.9583073,0.13020122396238348,0.9550639,0.1414166675119178
22,0.955808,0.13322985277904498,0.9578011,0.14599446536306918
23,0.9585345,0.12873540474961542,0.94981754,0.1583259995333361
24,0.9585345,0.12625201900627964,0.9580292,0.14453154444069105
25,0.9585345,0.12640439710709156,0.95620435,0.14296062112561542
26,0.9581369,0.1274696202160993,0.95666057,0.1413609378284564
27,0.9587049,0.12426946689759599,0.95643246,0.1518526336817193
28,0.9587049,0.12607387693086256,0.957573,0.14168288920373812
29,0.95984095,0.12295135050214291,0.95255476,0.1487264238624242
