epoch,acc,loss,val_acc,val_loss
0,0.7981823,0.40769604943212345,0.8524179,0.5959404809876298
1,0.9409827,0.1846469544964025,0.8868613,0.5193021153405744
2,0.95381993,0.15688376643908392,0.84489053,0.8278580156093749
3,0.9554104,0.1440040019007272,0.8332573,0.8387940739193102
4,0.9575121,0.13598216118608955,0.799042,1.124916444294644
5,0.9591593,0.13391546536849594,0.80520076,0.9960373307231569
6,0.95972735,0.12872535634296028,0.85857666,0.7536328357311278
7,0.9604658,0.12390563788061215,0.7593522,1.258416281129322
8,0.9614314,0.12044579132976636,0.7278741,1.3873674691158489
9,0.9619994,0.11990115072189898,0.8462591,0.819809322537732
10,0.96290827,0.11537090475435319,0.8765967,0.6744356216033445
11,0.9644419,0.11193045873033056,0.83781934,0.8892679188373315
