epoch,acc,loss,val_acc,val_loss
0,0.7656348,0.4579259618088387,0.9281478,0.22349114503956188
1,0.9312695,0.20455388325380014,0.9372719,0.19316394493853958
2,0.9424027,0.17242605662837232,0.9445712,0.16012139179247575
3,0.95143425,0.15722826757182354,0.95437956,0.1555244477370577
4,0.9531951,0.14722720582828505,0.95666057,0.14483173445791658
5,0.9561488,0.14016409657516793,0.95597625,0.14791435844190146
6,0.9579665,0.13397997360326322,0.9568887,0.13982035332515727
7,0.95955694,0.12779428412446378,0.95871353,0.14390133880078793
8,0.95972735,0.12345863443457311,0.95643246,0.1452911968009859
9,0.9611474,0.11909384817896462,0.95346713,0.15239859079384674
10,0.9631355,0.11355706508594357,0.9571168,0.1445824574461601
11,0.9634195,0.11149524252156039,0.955292,0.14407046727265102
12,0.9633059,0.10989815022630284,0.95666057,0.15200077627792302
13,0.9658052,0.10112728612204906,0.9568887,0.14463310044286024
14,0.967566,0.10019760681887588,0.95415145,0.15878530559435922
15,0.96824765,0.09508483028105462,0.95460767,0.14619669125816465
16,0.9701221,0.08981122308709859,0.9568887,0.15205656025341174
