epoch,acc,loss,val_acc,val_loss
0,0.52087474,0.6939265904796289,0.5015967,0.6887524697902428
1,0.7941494,0.4408699169809999,0.7281022,0.674990122770741
2,0.89923316,0.2997448632647557,0.8574361,0.3881834010138129
3,0.9167282,0.2547029003327423,0.6341241,0.574740132058624
4,0.9227492,0.23562725091993691,0.51254565,1.1931696025124432
5,0.92877024,0.2181047961213175,0.51847625,1.4929501392545492
6,0.9293951,0.22046571449820745,0.53649634,1.103723396785068
7,0.9322352,0.2103000825514884,0.62385947,0.5716811296713613
8,0.93450725,0.20643744313667797,0.93453467,0.2695416272991765
9,0.93558645,0.2072973625353032,0.50410587,1.4291700598967336
10,0.9354729,0.20475079682432126,0.52349454,1.0735575160841002
11,0.93433684,0.19985690070075496,0.50729924,2.0293263214348007
12,0.9359273,0.1937413108210034,0.6854471,0.4657048143609597
13,0.9368929,0.19216875450046048,0.70255476,0.4644554431421043
14,0.9393354,0.18991072691809857,0.9149179,0.340817964207517
15,0.93479127,0.2046672958215168,0.5577099,0.8085856718303513
16,0.9391082,0.1935077469276454,0.877281,0.34320461804414315
17,0.93763137,0.19327970378416162,0.64165145,0.540231895055214
18,0.93848336,0.19304691119285106,0.5841697,0.7101574755498092
