epoch,acc,loss,val_acc,val_loss
0,0.4997444,0.7116043263184554,0.5009124,0.6931826259097914
1,0.49184892,0.6966970748503213,0.5009124,0.6932518725847676
2,0.49667707,0.6945095894384777,0.4990876,0.6933648551467562
3,0.49963078,0.6937527625745618,0.4990876,0.6936960733719986
4,0.5035501,0.6935811948281938,0.4990876,0.6931624290716909
5,0.50133485,0.693449246703952,0.4990876,0.6932186127579125
6,0.4969611,0.6933457452409209,0.4990876,0.6932719806685065
7,0.49971643,0.6934086431608875,0.4990876,0.6931518429387225
8,0.4998862,0.6934581569524494,0.4990876,0.6931623381419774
9,0.5006532,0.693175830660947,0.4990876,0.6932315817714607
10,0.4970747,0.693422057076091,0.4990876,0.6931499956298048
