epoch,acc,loss,val_acc,val_loss
0,0.7865947,0.42622610269301114,0.7495438,0.9804315499580689
1,0.9360409,0.20955437425184373,0.7089416,0.9974192567985424
2,0.9439364,0.1819929829724842,0.8747719,0.48482798184030246
3,0.9471741,0.16965641452994615,0.8654197,0.5588176484444063
4,0.9524567,0.15793907184114647,0.912865,0.34784639687923186
5,0.955524,0.15020547306376175,0.8848084,0.40557153661646983
6,0.955422,0.14526815397729134,0.84717155,0.5279187369194344
7,0.95659345,0.1429222701390785,0.81113136,0.634316881751492
8,0.9587617,0.13618711809210057,0.84968066,0.4821846971329111
9,0.9589889,0.1374955591022782,0.77372265,0.7282094054848608
10,0.9581369,0.1333216840197623,0.91126823,0.34540005505465676
11,0.95967054,0.13182350666206927,0.8777372,0.3750711727316362
12,0.9604658,0.12742860881895784,0.8508212,0.4627897451720098
13,0.9601818,0.12651697909991128,0.8323449,0.514517193945655
14,0.9605794,0.1255789169768182,0.881615,0.3531621314693976
15,0.96001136,0.12506015632715256,0.88503647,0.34357694308035563
16,0.9611474,0.12275868823047695,0.86975366,0.41718090948288455
17,0.9616018,0.12257551073846036,0.84968066,0.42867346499523107
18,0.9629651,0.12062756071135389,0.850365,0.4200580637820446
19,0.96120423,0.12099875173626959,0.9046533,0.2948825700330908
20,0.962113,0.12298937101394268,0.74885947,0.6079890358186987
21,0.9603522,0.1218219169207368,0.78718066,0.49705540035327855
22,0.96268106,0.11701218287432204,0.84945256,0.40066279318645925
23,0.96228343,0.1177850361372794,0.90510947,0.30598914857110837
24,0.961545,0.12049985748824939,0.8421533,0.4351990114163308
25,0.96228343,0.11488764140140229,0.83804744,0.4025273635222094
26,0.96131784,0.12214511533634664,0.8880018,0.32818636858332767
27,0.96234024,0.11622787573076182,0.8724909,0.36282299306705923
28,0.961829,0.11917987169697351,0.8569799,0.385303325787948
29,0.9610906,0.12380979782273505,0.75570256,0.5635568851972148
