epoch,acc,loss,val_acc,val_loss
0,0.7673956,0.45290526672541775,0.92107666,0.2346346698646998
1,0.93694973,0.20775885685571585,0.93385035,0.19393549574008823
2,0.93984663,0.19460038127834164,0.9384124,0.18285201538870804
3,0.9474581,0.17307155125347795,0.9461679,0.17149281628212354
4,0.95103663,0.16092301555288951,0.9505018,0.1525605285581011
5,0.95120704,0.1588784630208556,0.95437956,0.14839415642412473
6,0.9552968,0.14807313007573172,0.95187044,0.1548313581500284
7,0.95444477,0.14788909657067179,0.95278287,0.14921338312382246
8,0.95694405,0.14223471458866935,0.950958,0.15199979264153182
9,0.9556376,0.14325098100043485,0.9580292,0.14320046119527877
10,0.9581369,0.14017267085821308,0.9511861,0.15944483778337493
11,0.9575689,0.14193783043139158,0.953011,0.15167493281382932
12,0.9587049,0.13576331693182883,0.9573449,0.14464877642364832
13,0.955808,0.1383076611795198,0.9568887,0.14344290078338914
14,0.9580233,0.13402768221060363,0.9593978,0.1392348694078026
15,0.9592161,0.13429586264397128,0.95460767,0.14771194252980888
16,0.9601818,0.13017178275277247,0.95369524,0.15108391587506897
17,0.9613746,0.1274479604265088,0.957573,0.14583914151184096
18,0.9586481,0.12871830646066088,0.9593978,0.14096467799921758
19,0.9592161,0.13282808619901829,0.957573,0.14042952524865196
20,0.9610906,0.12569317727375356,0.9573449,0.1380157604759192
21,0.960693,0.12576867260739263,0.9593978,0.14136661908650486
22,0.9609202,0.12897782626322973,0.9596259,0.13969671847910559
23,0.96245384,0.12441175912560573,0.95871353,0.1418385987652697
24,0.9616586,0.12396958663938495,0.9571168,0.14124976020360733
25,0.9610338,0.12752746929983522,0.9591697,0.14016667206900835
26,0.9608634,0.1240410206827275,0.9605383,0.13437118928498812
27,0.9617722,0.12369035381513778,0.9580292,0.13718047800616626
28,0.9612069,0.12364659299178153,0.95871353,0.13780868323995685
29,0.96268064,0.12205876051847242,0.9584854,0.1446514741388442
30,0.96256745,0.11877938399291858,0.9596259,0.13441521234565626
31,0.96251065,0.12302658765988614,0.9593978,0.1417513656001674
32,0.9616018,0.12091038519941383,0.9591697,0.13948077248259835
33,0.9617154,0.12321794963516115,0.9619069,0.13400622320626557
34,0.9613746,0.12448594433886867,0.96076643,0.14046174633812947
35,0.9631923,0.11823135899468194,0.96122265,0.13683797960869803
36,0.9611474,0.12461626948817858,0.9580292,0.13337267637524727
